#{"t_start": 1672841643.1367772, "env_id": null}
r,l,t
45,54,24813.087753
316,333,24825.227481
28,39,24826.695465
395,402,24841.616055
6,17,24842.251494
867,880,24874.271639
302,309,24885.610573
28,39,24887.058492
28,39,24888.54312
194,201,24895.881744
466,477,24913.494819
6,17,24914.139362
1220,1227,24959.699848
212,221,24967.919946
9,20,24968.689446
9,20,24969.4691
25,36,24970.707174
155,164,24976.567881
28,39,24977.962698
203,216,24985.831068
9,20,24986.608082
14,25,24987.506215
157,164,24993.416511
12,23,24994.269345
15,26,24995.239714
10,21,24996.054011
320,325,25008.076357
1269,1156,25049.643733
11,22,25050.438823
11,22,25051.377667
16,27,25052.375043
28,39,25053.866759
209,222,25062.019356
222,227,25070.395703
86,95,25073.916563
12,23,25074.830698
258,261,25084.394294
267,272,25094.348012
331,340,25106.693711
209,216,25114.373415
124,139,25119.491482
644,645,25143.106789
263,272,25153.083259
769,772,25181.272872
65,74,25184.041971
232,239,25192.804227
113,126,25197.586609
11,22,25198.387152
10,21,25199.281589
15,26,25200.278373
10,21,25201.09312
867,894,25234.130552
24,39,25235.614788
1122,1133,25277.255988
89,102,25281.070013
83,92,25284.449282
28,39,25286.000185
10,21,25286.808645
11,22,25287.734781
181,190,25294.774848
28,39,25296.191084
260,267,25305.909904
28,39,25307.310746
80,89,25310.437939
985,996,25345.842492
11,22,25346.648394
11,22,25347.516124
138,145,25352.776962
190,199,25359.983764
25,36,25361.329123
433,442,25377.34106
110,119,25381.712982
997,994,25417.15829
329,340,25429.843551
12,23,25430.63733
28,39,25432.129455
575,576,25453.407043
1123,1132,25495.223253
1077,1102,25535.551817
28,39,25536.96013
28,39,25538.487581
801,834,25569.315335
300,333,25581.648584
28,39,25583.166563
6,17,25583.82885
28,39,25585.372301
8,19,25586.042337
78,95,25589.618725
513,528,25609.079454
63,76,25611.904719
28,39,25613.357485
25,36,25614.762856
413,420,25630.42692
1169,1190,25674.446734
28,39,25675.923716
11,22,25676.852183
64,73,25679.563045
1062,1081,25719.656014
119,124,25724.28051
157,164,25730.444267
130,137,25735.546535
93,102,25739.42607
312,321,25751.280905
255,258,25760.807896
6,17,25761.45294
871,878,25793.888448
214,227,25802.5594
14,25,25803.503784
19,30,25804.634113
66,75,25807.531494
1235,1138,25849.971114
767,772,25878.382552
72,85,25881.592023
10,21,25882.449203
262,271,25892.675241
180,189,25899.804507
521,530,25919.520041
434,451,25936.393878
751,756,25964.591452
26,37,25965.953894
13,24,25966.885415
28,39,25968.458558
10,21,25969.239107
151,160,25975.224932
536,539,25995.238398
714,727,26022.383489
966,977,26059.01545
19,30,26060.081923
28,39,26061.616175
410,415,26077.238401
76,85,26080.490644
444,457,26097.064682
667,664,26120.784317
67,76,26123.611825
353,376,26137.156706
121,132,26141.89354
1278,1169,26184.118719
837,852,26214.969654
8,19,26215.660511
26,37,26217.134162
649,648,26240.505315
13,24,26241.392576
28,39,26242.778138
71,80,26245.71768
28,39,26247.212321
64,73,26249.881533
173,190,26256.772371
28,39,26258.218485
1276,1187,26300.807759
1215,1102,26340.417679
429,432,26356.065706
1108,1147,26397.496987
179,192,26404.505774
77,86,26407.630677
1067,1082,26446.841868
1182,1201,26490.2692
11,22,26491.044532
29,40,26492.579171
13,24,26493.509667
9,20,26494.235202
1040,1039,26531.627118
939,958,26565.965794
212,227,26573.989888
142,161,26579.860982
1076,1097,26618.957174
40,49,26620.708109
455,460,26637.153253
1143,1164,26678.564707
654,673,26702.552606
8,19,26703.323437
48,61,26705.4941
267,282,26715.537406
8,19,26716.277175
175,182,26722.804623
939,960,26757.004953
219,226,26765.128355
64,73,26767.678734
130,137,26772.595623
362,363,26785.524256
247,252,26794.604522
612,637,26817.171587
203,214,26824.827795
1241,1130,26864.922024
773,780,26892.37018
22,33,26893.536
560,589,26914.609958
117,130,26919.180958
1169,1200,26961.828043
75,88,26965.002097
11,22,26965.878084
11,22,26966.647647
75,84,26969.81636
149,168,26975.814137
587,602,26997.498469
398,413,27012.261878
326,347,27024.605315
692,699,27049.130799
121,132,27053.955016
14,25,27054.938582
1263,1178,27096.946391
57,66,27099.378099
158,167,27105.263115
372,385,27119.122517
14,25,27120.004047
556,587,27140.945385
339,342,27153.14707
215,222,27161.092778
10,21,27161.853897
8,19,27162.591308
823,856,27193.242013
331,340,27205.338227
59,68,27207.830288
1255,1178,27250.011165
7,18,27250.733968
9,20,27251.502565
288,299,27262.129328
694,713,27287.717743
928,949,27321.36862
569,576,27341.638994
1063,1098,27380.436382
11,22,27381.311132
24,35,27382.664861
637,642,27405.728904
1240,1167,27447.714758
1298,1219,27491.477407
1120,1133,27532.151952
143,150,27537.480194
183,190,27544.34791
437,454,27560.516482
1190,1227,27604.307235
507,516,27622.902136
155,164,27628.750837
1253,1160,27669.84208
462,477,27686.930503
210,227,27695.110792
55,64,27697.438774
577,592,27718.519685
252,261,27727.932822
113,124,27732.360527
11,22,27733.228441
198,205,27740.453784
1198,1107,27779.97754
410,441,27795.721994
509,520,27814.2978
75,88,27817.5202
132,139,27822.637274
637,662,27846.426487
350,353,27859.263206
198,213,27866.951917
636,643,27890.163948
515,526,27909.085696
24,35,27910.383636
89,102,27914.094467
430,447,27930.321558
643,664,27954.103037
562,565,27974.335243
1141,1164,28015.936585
747,752,28042.721874
127,138,28047.772792
662,671,28071.938093
698,717,28097.518067
365,370,28110.893763
89,102,28114.588253
331,352,28127.200826
1215,1112,28166.773043
1196,1227,28210.610096
312,337,28222.522048
971,984,28257.74284
617,640,28280.670112
1151,1200,28323.567156
710,739,28350.125004
1224,1113,28389.91467
752,751,28416.701833
1167,1178,28458.945321
361,388,28472.791
710,727,28498.669083
1223,1152,28539.906266
1208,1227,28584.682286
143,164,28590.64739
239,252,28599.912005
791,790,28628.70055
339,352,28641.55714
1190,1209,28686.001111
24,35,28687.34685
967,994,28723.86109
210,227,28732.230694
833,852,28763.562937
1071,1088,28803.410685
362,381,28817.570253
400,413,28832.873787
558,573,28854.145687
276,279,28864.352848
623,644,28888.078235
1123,1132,28930.107243
1271,1174,28973.52022
1083,1102,29014.512064
449,460,29032.015516
973,994,29067.809344
814,841,29098.069438
431,450,29114.348655
707,720,29140.084375
89,102,29143.808945
450,461,29160.379611
144,153,29165.923428
286,289,29176.296906
799,828,29206.156584
579,598,29227.749279
1204,1227,29271.611604
623,636,29294.498086
89,102,29298.287964
125,136,29303.300763
217,230,29311.658373
1169,1198,29354.632907
1122,1137,29395.503364
1300,1193,29438.410156
8,19,29439.046491
655,658,29462.891959
466,477,29480.200385
115,130,29484.834092
9,20,29485.584265
1203,1104,29525.184277
351,352,29537.990564
85,102,29541.59101
597,602,29563.389117
54,63,29565.614077
525,530,29584.794567
1201,1116,29624.940606
1261,1170,29666.811888
1129,1158,29708.384004
1192,1111,29748.348767
1252,1153,29789.607774
371,374,29802.999612
1184,1207,29845.931759
80,93,29849.364145
1208,1091,29888.641555
329,352,29901.27105
606,615,29924.091094
312,323,29935.719653
87,102,29939.406194
1129,1164,29981.20952
1097,1116,30021.560658
1293,1178,30063.866709
1166,1189,30106.490491
1045,1102,30146.267676
28,39,30147.722929
602,615,30169.997671
24,35,30171.30791
1201,1116,30211.425741
24,35,30212.65468
28,39,30214.137925
1251,1142,30255.308474
10,21,30256.097656
120,131,30260.969948
55,68,30263.415126
337,352,30276.061912
471,484,30293.573363
880,883,30324.973906
11,22,30325.875005
516,527,30344.946487
101,112,30348.916768
1084,1091,30387.878279
243,250,30396.911394
122,145,30402.178518
87,100,30405.818891
513,512,30424.149805
1233,1148,30465.034464
1145,1164,30506.380792
485,492,30523.88636
27,38,30525.304127
1193,1100,30564.306104
698,697,30589.063751
736,741,30615.340034
1227,1126,30655.708693
157,164,30661.595008
1264,1167,30702.867625
425,434,30718.310699
70,79,30721.158788
255,264,30730.54035
1156,1089,30769.164361
760,759,30796.129997
439,442,30811.963446
89,102,30815.622602
526,529,30834.565555
820,815,30863.599384
1164,1059,30901.033743
397,402,30915.388009
197,202,30922.554136
145,156,30928.126386
930,947,30961.995986
1225,1126,31002.173672
1139,1140,31042.780271
814,823,31072.264463
1097,1090,31111.416251
1190,1095,31150.683533
1206,1111,31190.40809
998,1005,31226.370697
314,323,31237.86684
1279,1164,31280.079441
1163,1162,31321.735381
260,265,31331.592859
16,27,31332.603449
1213,1104,31372.140658
142,149,31377.412337
1152,1139,31418.178378
1122,1139,31458.980897
127,132,31463.730489
11,22,31464.531386
1274,1171,31506.183863
325,330,31517.899505
1111,1102,31557.417595
802,807,31586.164862
246,251,31595.209411
1161,1060,31633.154613
210,223,31641.317843
24,35,31642.590326
264,267,31652.342882
716,743,31678.944548
178,185,31685.719282
892,895,31717.982145
135,146,31723.309209
560,587,31744.629112
1048,1045,31782.628937
351,352,31795.346017
14,25,31796.260901
28,39,31797.711432
258,267,31807.614151
1024,1043,31845.903314
217,220,31854.084053
1270,1163,31896.669982
1251,1142,31938.985028
756,753,31966.652239
460,477,31984.466006
1268,1159,32027.052538
1195,1210,32071.574198
338,345,32084.181721
79,92,32087.582586
1235,1110,32128.507994
44,53,32130.471438
9,20,32131.213585
55,64,32133.642061
295,298,32144.627857
1166,1177,32188.276929
1189,1086,32227.825114
329,348,32240.256978
13,24,32241.182874
40,49,32243.021408
112,119,32247.350698
89,102,32250.974313
1211,1098,32290.471934
824,825,32320.146055
7,18,32320.786647
437,432,32336.313075
222,227,32344.590788
864,855,32375.482696
639,648,32398.975307
1201,1102,32438.463697
214,219,32446.395052
284,289,32456.976563
943,950,32490.853255
87,98,32494.405814
1281,1166,32536.15148
942,947,32570.564071
185,190,32577.461242
51,60,32579.631561
1102,1089,32618.965731
858,873,32651.394232
104,111,32655.42633
933,950,32690.706159
654,657,32714.811641
157,164,32720.766797
450,457,32737.144807
1223,1124,32777.372706
1144,1151,32818.702711
1147,1164,32860.687213
628,629,32883.192418
439,450,32899.463597
1170,1205,32942.862932
186,195,32950.129028
1240,1151,32991.500265
1218,1125,33031.950681
72,81,33034.894019
1167,1164,33077.091912
222,227,33085.486291
949,956,33120.24304
148,155,33125.893964
180,187,33132.694046
138,149,33138.267166
896,897,33171.103809
1232,1117,33211.46628
107,112,33215.664147
147,168,33221.790521
585,614,33244.339589
15,26,33245.265442
13,28,33246.341109
1036,1041,33284.117466
956,977,33319.834774
133,148,33325.152825
15,26,33326.131788
56,69,33328.730101
218,227,33337.065376
142,153,33342.565719
68,77,33345.491851
246,247,33354.540775
139,148,33359.855222
509,522,33378.983377
307,314,33390.38544
80,89,33393.645984
1191,1202,33437.388448
633,640,33460.902856
264,275,33471.017085
222,231,33479.399751
341,352,33492.131604
1215,1236,33536.953369
1217,1092,33576.251373
47,56,33578.338564
195,196,33586.244164
121,132,33591.03291
11,22,33591.847847
1288,1173,33634.035063
907,908,33666.720275
288,301,33677.649877
433,438,33693.334273
754,779,33721.337362
149,154,33726.909232
297,306,33737.978122
1228,1131,33782.735895
8,23,33783.630469
9,20,33784.467834
843,848,33815.414531
1220,1133,33856.704986
1304,1189,33899.500766
397,416,33914.671921
1209,1118,33954.931343
447,452,33971.268178
1203,1200,34014.522641
51,60,34016.700271
439,438,34032.672878
218,227,34040.986638
405,408,34055.77848
1259,1160,34097.787799
93,102,34101.417769
764,789,34129.719858
1187,1072,34168.29879
401,412,34183.181981
520,523,34202.081753
71,78,34204.980384
292,301,34215.790375
70,79,34218.702694
603,618,34240.752704
311,318,34252.267224
1078,1095,34291.428837
148,153,34296.915629
1240,1125,34337.143044
387,400,34351.538777
843,842,34381.468917
332,339,34393.671861
44,53,34395.589263
55,68,34398.00404
899,900,34430.092317
801,812,34458.929187
300,309,34469.952918
341,356,34482.688379
136,151,34488.00472
1209,1114,34527.66039
794,829,34557.076795
1096,1105,34596.546745
890,901,34628.622517
148,153,34634.16418
493,496,34651.900906
944,951,34685.776247
34,45,34687.391613
421,418,34702.261825
9,20,34703.058445
139,144,34708.232445
414,415,34723.209377
1259,1166,34764.905688
862,869,34795.776781
93,102,34799.469668
24,35,34800.770959
1221,1124,34840.878789
472,477,34857.766336
601,602,34879.390686
607,604,34900.989229
702,705,34925.934507
363,364,34938.860291
1260,1151,34979.830781
333,350,34992.223356
1216,1229,35036.14213
704,717,35061.637169
356,355,35074.396772
24,35,35075.630153
956,939,35109.204422
563,568,35129.463572
55,64,35131.831667
279,286,35142.129095
220,225,35150.160402
668,669,35173.926693
1255,1170,35215.725904
677,714,35241.07548
1043,1062,35278.940999
1258,1171,35320.942271
1252,1157,35362.237513
68,75,35364.899118
498,521,35383.58128
1279,1186,35425.983201
1259,1158,35467.275288
782,789,35495.312528
1264,1157,35536.590366
981,988,35571.620453
1181,1200,35614.428555
454,469,35631.348061
659,658,35655.197637
616,621,35677.261916
1244,1153,35718.610972
820,833,35748.422801
292,291,35758.847057
1157,1056,35796.594253
1166,1069,35834.96277
1204,1119,35874.811721
324,337,35887.013295
325,326,35898.671442
467,464,35915.199372
414,417,35930.251533
1209,1210,35973.5081
1189,1076,36011.971804
279,304,36022.906354
8,19,36023.688636
560,557,36043.490199
852,873,36074.627225
185,210,36082.197497
1161,1188,36124.596277
475,472,36141.279927
124,129,36145.882173
104,115,36150.136896
10,21,36150.903478
65,72,36153.489108
823,826,36182.904467
466,477,36200.094862
544,543,36219.469204
840,849,36250.011514
1275,1176,36292.095603
673,674,36316.245346
28,39,36317.711035
459,456,36334.061182
755,754,36360.950176
901,914,36393.800795
463,470,36410.561504
1219,1104,36450.340415
1272,1159,36491.883276
395,398,36506.237375
786,789,36534.425411
1262,1171,36576.305351
339,338,36588.309577
133,136,36593.309569
88,95,36596.77878
1255,1148,36637.945873
24,39,36639.427465
831,836,36669.239804
364,375,36682.63759
649,664,36706.318364
13,24,36707.201789
28,39,36708.697352
1022,1023,36745.42986
626,649,36768.777458
1216,1115,36808.628454
1260,1173,36850.740406
74,83,36853.757368
1203,1094,36892.81928
261,272,36902.687197
280,289,36913.323894
8,19,36914.02034
1124,1023,36951.150832
711,734,36977.422191
1222,1117,37018.292701
55,64,37020.70459
827,826,37050.67282
1210,1223,37095.647568
576,577,37117.208802
278,289,37128.125264
1157,1048,37167.042506
284,289,37177.88131
272,275,37188.454057
1200,1227,37232.835185
42,51,37234.791139
471,482,37252.476225
1148,1053,37290.52163
1163,1164,37331.924145
371,392,37345.935459
615,620,37368.044585
1154,1051,37405.832457
738,769,37433.190588
548,559,37453.357561
1210,1101,37492.741128
1165,1182,37535.12194
191,198,37542.397726
1258,1149,37583.729669
447,456,37600.059348
1233,1124,37640.918446
1212,1227,37686.267285
62,71,37688.92433
1216,1227,37734.031068
605,622,37757.43995
192,197,37764.683686
1128,1025,37802.509527
47,56,37804.63162
1308,1217,37849.701605
1208,1093,37890.053637
232,247,37899.296883
1132,1141,37940.902825
1248,1141,37982.938358
1178,1097,38023.723408
1219,1114,38065.272921
569,576,38086.53928
795,796,38116.133276
596,601,38138.553568
186,199,38145.972307
454,463,38163.309875
1174,1085,38203.55618
968,959,38238.90226
1199,1086,38279.037058
191,198,38286.302455
1249,1142,38328.224168
75,92,38331.578619
37,46,38333.31122
1222,1235,38378.716203
72,81,38381.756882
1142,1177,38423.67857
1259,1140,38464.696974
1157,1042,38501.925297
619,628,38524.883135
1066,1075,38563.650613
180,187,38570.369262
40,49,38572.077148
1217,1116,38612.310304
1146,1043,38650.127837
1270,1185,38692.601705
518,531,38711.839987
1153,1070,38750.520273
1184,1083,38789.635963
1255,1152,38831.408166
1184,1101,38871.451328
1127,1018,38909.029558
1195,1082,38948.598521
1100,1119,38989.632668
24,35,38990.956692
1178,1083,39031.003889
1231,1176,39073.944862
569,582,39095.35345
1146,1035,39133.316479
201,210,39141.07266
1107,996,39177.868093
955,974,39213.986422
269,280,39224.23134
306,317,39235.946757
97,102,39239.727873
1235,1126,39281.421505
1143,1046,39320.0981
1249,1184,39363.5193
56,69,39366.071419
1185,1098,39406.322468
330,355,39418.957386
767,756,39446.033403
1122,1019,39482.363146
1147,1034,39519.336564
791,798,39548.022912
314,317,39559.467338
66,75,39562.20794
56,65,39564.531455
385,408,39579.171115
1193,1094,39618.741641
927,948,39652.931737
610,637,39676.091749
77,102,39679.779461
1194,1113,39720.762597
857,876,39752.917478
1271,1164,39795.372432
1128,1031,39833.061726
1162,1195,39877.355521
1115,1164,39920.177066
1230,1159,39962.836954
190,195,39970.038928
181,196,39977.296906
841,870,40009.570887
915,926,40043.918734
1125,1142,40085.939924
1115,1018,40123.402845
1138,1145,40165.030391
415,418,40180.257434
502,503,40198.372316
198,215,40206.038461
360,365,40219.082776
1200,1099,40258.494813
230,247,40267.335246
1160,1053,40305.285247
1259,1160,40346.787467
1179,1092,40386.09412
86,93,40389.389389
544,559,40409.462847
1255,1170,40451.481481
1169,1062,40489.880769
1184,1079,40528.457323
34,43,40530.015558
1218,1235,40574.247367
1173,1090,40613.265671
1245,1142,40654.62186
1130,1039,40691.946988
1097,1016,40728.495504
1280,1171,40770.383914
706,727,40797.041417
1174,1063,40835.76811
1172,1073,40874.534479
1234,1169,40916.895392
1112,1007,40952.987223
1134,1023,40989.729339
1291,1180,41032.454556
1209,1104,41073.719824
59,68,41076.327369
854,865,41108.900334
1230,1109,41150.06983
34,47,41151.8285
1207,1090,41191.464948
